Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",Unnamed: 13,solvent_smiles
491.0,562.0,0.01,F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)N5CCOCC5,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1.0,,
496.0,570.0,0.01,F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC=C([N+]([O-])=O)C=C4)=C5C=CC=[N+]15,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1.0,,
496.0,570.0,0.01,F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=C([N+]([O-])=O)C=C4)N5CCOCC5,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1.0,,
484.0,564.0,0.01,F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC=C(C=C4)C)=C5C=CC(N6C=NC7=C6C=CC=C7)=[N+]15,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1.0,,
484.0,564.0,0.01,F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=C(N13)N4C=NC5=C4C=CC=C5)C6=CC=C(C=C6)C)N7CCOCC7,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1.0,,
502.0,581.0,0.01,F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=C(N13)N4N=CC=C4)C5=CC=C(C=C5)C)N6CCOCC6,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1.0,,
502.0,581.0,0.01,F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC=C(C=C4)C)=C5C=CC(N6N=CC=C6)=[N+]15,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1.0,,
444.0,519.0,0.02,COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,absolute quantum yields were collect,
454.0,535.0,0.01,C12=CC=CC=C1C3=[N+](C(C=CC=C4)=C4C(C5=CC=CC=C5)=C3C6=CC=CC=C6)C(C7=CC=CC=C7)=C2C8=CC=CC=C8,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
450.0,532.0,0.01,CC(C)(C)C1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
456.0,530.0,0.02,C1(C2=CC=CC=C2)=CC=C3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)[N+]6=C3C(C7=CC=CC=C7)=C(C8=CC=CC=C8)C9=C6C=CC=C9)=C1,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
467.0,544.0,0.01,O=C(C1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1)OC,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
462.0,542.0,0.01,FC(C1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1)(F)F,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
507.0,641.0,0.01,CN(C1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1)C,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
465.0,542.0,0.02,ClC1=CC=C(C(C2=CC=CC=C2)=C(C3=CC=CC=C3)[N+]4=C5C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C4C=CC=C8)C5=C1,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
436.0,514.0,0.02,C12=C(C=CS2)C3=[N+](C(C=CC=C4)=C4C(C5=CC=CC=C5)=C3C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC=CC=C8,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
445.0,514.0,0.01,CC1=CC(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)=C(C=C1)[N+]5=C3C6=CC=C(OC)C=C6C(C7=CC=CC=C7)=C5C8=CC=CC=C8,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
452.0,526.0,0.06,COC1=CC(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)=C(C=C1)[N+]5=C3C6=CC=C(OC)C=C6C(C7=CC=CC=C7)=C5C8=CC=CC=C8,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
448.0,527.0,0.02,COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC(C(OC)=O)=C8)=C1,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
447.0,524.0,0.03,ClC1=CC(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)=C(C=C1)[N+]5=C3C6=CC=C(OC)C=C6C(C7=CC=CC=C7)=C5C8=CC=CC=C8,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
443.0,524.0,0.03,FC1=CC(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)=C(C=C1)[N+]5=C3C6=CC=C(OC)C=C6C(C7=CC=CC=C7)=C5C8=CC=CC=C8,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
447.0,530.0,0.07,COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=C(C(OC)=O)C=C8)=C1,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
453.0,522.0,0.06,ClC(C=C1)=CC2=C1C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=[N+]2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=CC(OC)=CC=C85,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
461.0,577.0,0.01,COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=C(C=CC=C9)C9=C8)=C1,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
548.0,673.0,0.01,COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC(N9CCCCC9)=C8)=C1,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
493.0,607.0,0.02,COC(C=C1)=CC=C1C2=C(C3=CC=C(OC)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=CC=C6C(C7=CC=C(OC)C=C7)=C5C8=CC=C(OC)C=C8,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
452.0,538.0,0.01,CC(C)(C)C(C=C1)=CC=C1C2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=C(OC)C=C6C(C7=CC=C(C(C)(C)C)C=C7)=C5C8=CC=C(C(C)(C)C)C=C8,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
445.0,524.0,0.03,ClC(C=C1)=CC=C1C2=C(C3=CC=C(Cl)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=C(OC)C=C6C(C7=CC=C(Cl)C=C7)=C5C8=CC=C(Cl)C=C8,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
442.0,517.0,0.06,O=C(C(C=C1)=CC=C1C2=C(C3=CC=C(C(OCC)=O)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=C(OC)C=C6C(C7=CC=C(C(OCC)=O)C=C7)=C5C8=CC=C(C(OCC)=O)C=C8)OCC,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
438.0,512.0,0.06,FC(C(C=C1)=CC=C1C2=C(C3=CC=C(C(F)(F)F)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=C(OC)C=C6C(C7=CC=C(C(F)(F)F)C=C7)=C5C8=CC=C(C(F)(F)F)C=C8)(F)F,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
400.0,466.0,0.58,COC1=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+](C5=CC=CC=C5)=C2)=CC=C1,CH2Cl2,10.1021/acs.orglett.8b03015,40.7,0.761,0.769,0.04,0.178,1.0,,
390.0,460.0,,CC(C)(C)C1=CC2=C3C(C(C4=CC=CC(OC)=C4)=C(C5=CC=CC(OC)=C5)N=C3OC(C6=CC=CC(OC)=C6)=C2C7=CC(OC)=CC=C7)=C1,CH2Cl2,10.1021/acs.joc.9b02339,40.7,0.761,0.769,0.04,0.178,0.0,,
425.0,470.0,0.39,CC(C)(C)C1=CC2=C3C(C(C4=C5C=CC(OC)=C4)=C(C6=C5C=CC(OC)=C6)N=C3OC7=C2C8=CC(OC)=CC=C8C9=C7C=C(OC)C=C9)=C1,CH2Cl2,10.1021/acs.joc.9b02339,40.7,0.761,0.769,0.04,0.178,0.0,,
315.0,426.0,0.4,OC1=C(C2=NC=C(C3=CC=CC=C3)O2)C=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C1,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,"bsolute quantum yields, absorption and emission maxima were measured in toluene (5.0×10−5 M ), in toluene (1.0×10−6 M",Cc1ccccc1
315.0,525.0,0.4,O=C1/C(C=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1)=C5NC=C(C6=CC=CC=C6)O\5,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
320.0,397.0,0.19,OC1=C(C2=NC3=C(C=CC=C3)O2)C=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C1,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
320.0,533.0,0.19,O=C1/C(C=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1)=C5NC6=C(C=CC=C6)O\5,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
366.0,419.0,0.82,OC1=C(C2=NC=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)O2)C=CC(C)=C1,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
368.0,421.0,0.82,OC1=C(C2=NC=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)O2)C=C(C7=CC=CC=C7)C=C1,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
310.0,423.0,0.57,OC1=C(C2=NC=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)O2)C=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C1C,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
378.0,546.0,0.57,O=C1C(C)=CC(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C/C1=C5OC(C6=CC=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)=CN\5,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
309.0,449.0,0.77,OC1=C(C2=NC=C(C3=C(C)C=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)O2)C=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C1,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
370.0,564.0,0.77,O=C1C=CC(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C/C1=C5OC(C6=C(C)C=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)=CN\5,toluene,10.1002/anie.201507272,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
332.0,403.0,0.03,O=C(C1=CC=CC2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,Absolute quantum yields in CH2Cl2 (1.0 × 10–5 M) determined with an integrating sphere system,
335.0,394.0,0.04,O=C(C1=CC=C(C)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
334.0,390.0,0.04,O=C(C1=CC=C(F)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
343.0,412.0,0.01,O=C(C1=CC=C(Br)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
334.0,388.0,0.1,O=C(C1=CC=C(OC)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
336.0,448.0,0.08,O=C(C1=CC=C(C(OC)=O)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
336.0,413.0,0.08,O=C(C1=CC=C(C2=CC=CC=C2)C3=CC=C4C(C5=C(C=CC=C5)C6=C4C=CC=C6)=C31)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
341.0,413.0,0.07,O=C(C1=CC=C(C2=CC=C(C)C=C2)C3=CC=C4C(C5=C(C=CC=C5)C6=C4C=CC=C6)=C31)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
339.0,420.0,0.21,O=C(C1=CC=C(C2=CC=C(OC)C=C2)C3=CC=C4C(C5=C(C=CC=C5)C6=C4C=CC=C6)=C31)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
364.0,441.0,0.44,O=C(C1=CC=C(C2=CC(C=CC=C3)=C3O2)C4=CC=C5C(C6=C(C=CC=C6)C7=C5C=CC=C7)=C41)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
350.0,441.0,0.27,O=C(C1=CC=C(C2=CC(C=CC=C3)=C3S2)C4=CC=C5C(C6=C(C=CC=C6)C7=C5C=CC=C7)=C41)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
305.0,419.0,0.06,O=C(C1=CC2=C(C=CC=C2)C3=CC=C4C(C5=C(C=CC=C5)C6=C4C=CC=C6)=C31)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
392.0,425.0,0.23,O=C(C1=CC=C2C=CC3=CC=CC4=C5C(C6=C(C=CC=C6)C7=C5C=CC=C7)=C1C2=C43)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
334.0,385.0,0.06,O=C(C1=CC=CC2=CC=C3C(C4=C(C=CC(F)=C4)C5=C3C=C(F)C=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
335.0,389.0,0.03,O=C(C1=CC=CC2=CC=C3C(C4=C(C=CC(Cl)=C4)C5=C3C=C(Cl)C=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
329.0,388.0,0.05,O=C(C1=CC=CC2=CC=C3C(C4=C(C=C(F)C=C4)C5=C3C=CC(F)=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
334.0,391.0,0.02,O=C(C1=CC=CC2=CC=C3C(C4=C(C=C(Cl)C=C4)C5=C3C=CC(Cl)=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
342.0,401.0,0.1,O=C(C1=CC=CC2=CC=C3C(C4=C(C=C(OC)C=C4)C5=C3C=CC(OC)=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
338.0,394.0,0.01,O=C(C1=CC=C(Br)C2=CC=C3C(C4=C(C=C(F)C=C4)C5=C3C=CC(F)=C5)=C21)NC(C)(C)C,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
388.0,476.0,0.06,O=C(NC(C)(C)C)C1=CC=C(C2=C(C3=C4C(C5=C(C6=C4C=CC=C6)C=CC=C5)=C21)C7=C(C8=C3C=CC=C8)C=CC=C7)C(NC(C)(C)C)=O,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
395.0,476.0,0.07,O=C(NC(C)(C)C)C1=CC=C(C2=C(C3=C4C(C5=C(C6=C4C=CC(Cl)=C6)C=C(Cl)C=C5)=C21)C7=C(C8=C3C=CC(Cl)=C8)C=C(Cl)C=C7)C(NC(C)(C)C)=O,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
414.0,498.0,0.1,O=C(NC(C)(C)C)C1=CC=C(C2=C(C3=C4C(C5=C(C6=C4C=CC(OC)=C6)C=C(OC)C=C5)=C21)C7=C(C8=C3C=CC(OC)=C8)C=C(OC)C=C7)C(NC(C)(C)C)=O,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
331.0,573.0,0.03,O=C(NC(C)(C)C)C1=CC=C(C2=CC=C3C(C4=C(C5=C3C=CC(F)=C5)C=C(C=C4)F)=C21)C6=CC=C(N7C(C=CC=C8)=C8OC9=C7C=CC=C9)C=C6,CH2Cl2, 10.1021/acs.orglett.9b04046,40.7,0.761,0.769,0.04,0.178,1.0,,
503.0,649.0,0.22,[N+](C1C=C(C(F)(F)F)C=C(C=1)C(F)(F)F)1C2=C(C=CC=C2)C2C(N=1)=C(C1C=CC=CC=1)C=CC=2,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,absolute quantum yields were collect,
485.0,605.0,0.32,C1(C2=C3N=[N+](C4=CC=CC=C4)C(C=CC=C5)=C5C3=CC=C2)=CC=CC=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
475.0,591.0,0.41,CC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC=C(C)C=C4)C(C=CC=C5)=C5C3=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
483.0,596.0,0.4,CC(C)(C)C1=CC=C([N+]2=NC3=C(C4=CC=CC=C4)C=C(C(C)(C)C)C=C3C5=C2C=CC=C5)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
443.0,572.0,0.05,CCOC1=CC=C([N+]2=NC3=C(C4=CC=CC=C4)C=C(OCC)C=C3C5=C2C=CC=C5)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
449.0,598.0,0.3,C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C4N=[N+](C5=CC=C(C6=CC=CC=C6)C=C5)C(C=CC=C7)=C7C4=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
478.0,596.0,0.24,ClC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC=C(Cl)C=C4)C(C=CC=C5)=C5C3=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
479.0,585.0,0.04,BrC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC=C(Br)C=C4)C(C=CC=C5)=C5C3=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
452.0,578.0,0.34,COC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC=C([N+]([O-])=O)C=C4)C(C=CC=C5)=C5C3=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
467.0,581.0,0.4,COC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C(C=CC=C5)=C5C3=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
552.0,711.0,0.01,COC1=CC=C(C2=C3N=[N+](C4=CC=CC=C4)C(C=C(OC)C=C5)=C5C3=CC=C2)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
535.0,682.0,0.01,CC1=CC=C([N+]2=NC3=C(C4=CC=C(OC)C=C4)C=C(C)C=C3C5=C2C=C(OC)C=C5)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
538.0,693.0,0.01,CC(C)(C)C1=CC=C([N+]2=NC3=C(C4=CC=C(OC)C=C4)C=C(C(C)(C)C)C=C3C5=C2C=C(OC)C=C5)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
545.0,700.0,0.01,COC1=CC=C(C2=C3N=[N+](C4=CC=C(C5=CC=CC=C5)C=C4)C(C=C(OC)C=C6)=C6C3=CC(C7=CC=CC=C7)=C2)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
519.0,680.0,0.01,COC1=CC=C(C2=C3N=[N+](C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C(C=C(OC)C=C5)=C5C3=CC(OC)=C2)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
580.0,742.0,0.01,COC1=CC=C(C2=C3N=[N+](C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C(C=C(OC)C=C5)=C5C3=CC=C2)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
544.0,697.0,0.01,C1(OC2=CC=CC=C2)=CC=C(C3=C4N=[N+](C5=CC=CC=C5)C(C=C(OC6=CC=CC=C6)C=C7)=C7C4=CC=C3)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
526.0,678.0,0.01,CC(C)(C)C1=CC=C([N+]2=NC3=C(C4=CC=C(OC5=CC=CC=C5)C=C4)C=C(C(C)(C)C)C=C3C6=C2C=C(OC7=CC=CC=C7)C=C6)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
383.0,500.0,0.03,C1(N=[N+]2C3=CC=CC=C3)=CC=CC=C1C4=C2C=CC=C4,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
472.0,550.0,0.05,COC(C=C1)=CC2=C1C3=CC=CC=C3N=[N+]2C4=CC=CC=C4,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
425.0,600.0,0.01,C1(N=[N+]2C3=CC=CC=C3C4=CC=CC=C4)=CC=CC=C1C5=C2C=CC=C5,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
382.0,505.0,0.1,CC(C)(C)C1=CC=C([N+]2=NC3=CC=CC=C3C4=C2C=CC=C4)C=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
434.0,511.0,0.05,CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC=C4)=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
462.0,520.0,0.02,CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC(C)=C4)=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
445.0,525.0,0.03,CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC(C(C)(C)C)=C4)=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
477.0,553.0,0.09,CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC(OC)=C4)=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
478.0,568.0,0.06,CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC(C5=CC=CC=C5)=C4)=C1,CH2Cl2,10.1021/acs.orglett.8b04072,40.7,0.761,0.769,0.04,0.178,1.0,,
